dem_cell_id,state,latitude,longitude,elevation_m,spatial_resolution_m,crs,nodata_value,downstream_floodplain,river_valley_terrain,slope_degree,aspect_degree,flow_direction,flow_accumulation_cells,terrain_class,coverage,data_status
IND_DEM_0021,Rajasthan,26.7459858,73.7121283,490.65,30,EPSG:4326,-9999,0,0,9.723,35.79,7,196.65,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0022,Sikkim,26.6463519,87.8623826,62.5,30,EPSG:4326,-9999,1,1,4.015,312.47,6,1862.56,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0023,Tamil Nadu,11.1773793,78.1908055,415.12,30,EPSG:4326,-9999,0,0,8.682,77.94,2,1.92,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0024,Telangana,18.0040821,78.8279917,179.22,30,EPSG:4326,-9999,1,1,0.434,33.0,2,104.87,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0025,Tripura,23.6586835,90.885873,269.9,30,EPSG:4326,-9999,0,1,7.599,355.22,2,11.71,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0026,Uttar Pradesh,26.6670632,80.0802367,126.84,30,EPSG:4326,-9999,1,1,3.223,305.5,5,9.67,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0027,Uttarakhand,29.3256394,78.9832814,537.88,30,EPSG:4326,-9999,0,1,0.842,3.54,1,133.06,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0028,West Bengal,23.1438444,87.3275763,152.26,30,EPSG:4326,-9999,1,1,1.564,53.75,3,1784.71,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0029,Jammu and Kashmir,33.2440623,74.9062805,2171.2,30,EPSG:4326,-9999,0,1,6.216,212.27,1,137.36,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0030,Ladakh,35.174348,78.1824436,1941.88,30,EPSG:4326,-9999,0,0,11.611,84.65,8,8.41,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0031,Andhra Pradesh,15.4174653,80.0376528,326.89,30,EPSG:4326,-9999,0,1,3.222,351.62,8,1.94,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0032,Arunachal Pradesh,28.3118333,95.5021685,431.17,30,EPSG:4326,-9999,0,1,0.614,347.05,6,114.45,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0033,Assam,26.8818893,92.7441126,236.79,30,EPSG:4326,-9999,1,1,6.163,228.5,2,1.23,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0034,Bihar,26.6015354,85.0718989,16.3,30,EPSG:4326,-9999,1,1,5.098,256.31,2,3.1,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0035,Chhattisgarh,20.9569669,82.1124026,264.88,30,EPSG:4326,-9999,0,1,2.417,141.09,3,1.45,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0036,Goa,14.6611198,74.6688623,798.61,30,EPSG:4326,-9999,0,1,1.765,294.35,8,178.18,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0037,Gujarat,22.7642285,70.6996266,21.98,30,EPSG:4326,-9999,1,1,10.13,43.04,3,705.99,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0038,Haryana,28.4539373,75.9927315,980.56,30,EPSG:4326,-9999,0,1,2.618,148.23,5,4.76,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0039,Himachal Pradesh,31.6073648,77.3891533,1236.28,30,EPSG:4326,-9999,0,1,6.818,90.08,2,293.35,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0040,Jharkhand,24.3963855,84.5453055,175.07,30,EPSG:4326,-9999,1,1,1.767,330.26,5,4.44,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0041,Karnataka,15.0059419,75.7036731,906.49,30,EPSG:4326,-9999,0,1,7.321,315.94,1,934.5,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0042,Kerala,10.9394679,75.2390113,980.64,30,EPSG:4326,-9999,0,0,13.202,280.13,1,876.0,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0043,Madhya Pradesh,23.7136985,78.0129544,259.38,30,EPSG:4326,-9999,0,1,4.662,53.15,8,31.38,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0044,Maharashtra,19.3110086,75.8862898,752.21,30,EPSG:4326,-9999,0,1,6.496,101.8,7,20.94,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0045,Manipur,24.570125,94.9528369,231.82,30,EPSG:4326,-9999,1,1,5.473,101.75,8,986.51,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0046,Meghalaya,24.6216472,91.9154613,273.81,30,EPSG:4326,-9999,0,1,3.281,87.52,8,1174.89,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0047,Mizoram,23.6068819,94.279221,286.65,30,EPSG:4326,-9999,0,1,2.411,45.4,6,22.0,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0048,Nagaland,26.3753101,93.6539545,223.08,30,EPSG:4326,-9999,1,1,5.606,67.26,6,180.03,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0049,Odisha,20.4386085,83.7984557,271.31,30,EPSG:4326,-9999,0,1,2.817,227.9,4,1160.62,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0050,Punjab,30.3793734,75.3801878,1460.14,30,EPSG:4326,-9999,0,1,0.775,320.11,4,12.97,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0051,Rajasthan,27.4226689,74.03169,531.04,30,EPSG:4326,-9999,0,1,1.43,49.43,7,198.64,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0052,Sikkim,27.7113112,89.5343877,276.24,30,EPSG:4326,-9999,0,1,2.112,273.32,4,594.95,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0053,Tamil Nadu,11.9206976,78.9046317,372.83,30,EPSG:4326,-9999,0,1,7.624,152.33,1,1.64,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0054,Telangana,17.8738612,79.1208606,255.24,30,EPSG:4326,-9999,0,0,8.735,171.48,4,43.07,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0055,Tripura,23.112645,92.0322827,301.42,30,EPSG:4326,-9999,0,1,4.131,313.03,3,1.06,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0056,Uttar Pradesh,26.3535502,80.698118,164.94,30,EPSG:4326,-9999,1,1,4.815,35.78,5,18.26,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0057,Uttarakhand,30.246233,79.6573158,759.42,30,EPSG:4326,-9999,0,1,2.604,32.28,1,708.58,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0058,West Bengal,23.0637569,88.7249256,192.65,30,EPSG:4326,-9999,1,1,5.233,95.38,5,27.12,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0059,Jammu and Kashmir,34.5942995,74.4019689,2524.67,30,EPSG:4326,-9999,0,1,3.437,17.42,2,486.17,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0060,Ladakh,34.7962686,77.3578076,2116.02,30,EPSG:4326,-9999,0,1,4.892,357.24,6,317.78,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0061,Andhra Pradesh,15.565466,79.5156425,429.45,30,EPSG:4326,-9999,0,1,1.514,145.38,1,27.25,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0062,Arunachal Pradesh,28.5773091,93.6157471,616.89,30,EPSG:4326,-9999,0,1,6.282,145.9,4,15.58,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0063,Assam,27.0333353,92.0412141,369.27,30,EPSG:4326,-9999,0,1,7.28,239.74,4,1100.41,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0064,Bihar,25.3153705,85.4971156,100.39,30,EPSG:4326,-9999,1,1,4.278,237.73,8,798.48,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0065,Chhattisgarh,21.3148074,80.5693132,213.07,30,EPSG:4326,-9999,1,1,1.406,105.54,1,17.66,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0066,Goa,16.4779336,74.7538905,815.69,30,EPSG:4326,-9999,0,1,1.653,345.97,1,240.85,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0067,Gujarat,21.3545247,70.8384078,135.83,30,EPSG:4326,-9999,1,1,8.956,240.84,2,26.74,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0068,Haryana,29.4384752,76.185248,1220.33,30,EPSG:4326,-9999,0,1,4.302,266.27,2,337.88,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0069,Himachal Pradesh,32.1900019,77.7047971,1408.32,30,EPSG:4326,-9999,0,0,8.934,70.0,1,281.55,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0070,Jharkhand,23.7995671,84.6265337,138.96,30,EPSG:4326,-9999,1,1,7.017,253.34,5,1.36,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0071,Karnataka,15.899135,76.4822301,689.23,30,EPSG:4326,-9999,0,0,8.124,217.15,8,1649.5,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0072,Kerala,10.7659234,76.5598934,643.35,30,EPSG:4326,-9999,0,1,5.66,328.63,5,7.86,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0073,Madhya Pradesh,24.2662296,78.9880547,113.8,30,EPSG:4326,-9999,1,1,7.786,314.25,3,1987.03,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0074,Maharashtra,19.2124296,76.1684101,593.75,30,EPSG:4326,-9999,0,0,13.21,71.59,2,498.67,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0075,Manipur,25.7326781,92.3905695,435.35,30,EPSG:4326,-9999,0,1,4.453,297.26,8,5.52,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0076,Meghalaya,25.8778699,92.0150657,423.3,30,EPSG:4326,-9999,0,1,0.896,338.49,4,2708.01,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0077,Mizoram,22.7395122,92.3552884,309.53,30,EPSG:4326,-9999,0,1,7.612,91.92,8,2214.48,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0078,Nagaland,26.5021725,94.2436204,275.42,30,EPSG:4326,-9999,0,1,3.956,279.95,6,12.33,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0079,Odisha,19.9585843,83.7671372,168.32,30,EPSG:4326,-9999,1,1,10.106,23.48,2,1.09,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0080,Punjab,30.2348149,74.3148422,1387.94,30,EPSG:4326,-9999,0,1,5.768,16.32,5,5.04,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0081,Rajasthan,26.7497849,73.8738038,482.16,30,EPSG:4326,-9999,0,1,1.881,161.16,3,1803.08,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0082,Sikkim,27.0227251,89.11155,186.84,30,EPSG:4326,-9999,1,1,8.239,279.24,5,10.57,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0083,Tamil Nadu,11.7836454,77.6213056,352.98,30,EPSG:4326,-9999,0,1,3.778,1.33,2,9.7,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0084,Telangana,17.8036382,80.1284534,282.53,30,EPSG:4326,-9999,0,1,0.034,177.79,2,2.08,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0085,Tripura,24.5775201,90.6471586,247.99,30,EPSG:4326,-9999,1,1,2.989,164.35,1,77.19,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0086,Uttar Pradesh,26.723284,79.5451577,138.98,30,EPSG:4326,-9999,1,1,6.989,230.96,5,2.18,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0087,Uttarakhand,30.4453514,77.7268276,973.97,30,EPSG:4326,-9999,0,1,3.276,35.66,1,133.92,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0088,West Bengal,22.5156038,88.0459011,240.64,30,EPSG:4326,-9999,1,1,8.239,148.71,3,1.19,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0089,Jammu and Kashmir,33.5604052,75.9267011,2033.29,30,EPSG:4326,-9999,0,0,9.602,39.01,7,629.36,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0090,Ladakh,34.211412,77.0071734,2010.12,30,EPSG:4326,-9999,0,0,8.532,61.87,7,151.09,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0091,Andhra Pradesh,15.5888595,78.9402533,280.22,30,EPSG:4326,-9999,0,1,5.007,7.33,2,332.63,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0092,Arunachal Pradesh,28.2609499,95.0789183,583.26,30,EPSG:4326,-9999,0,0,12.384,176.62,4,1245.12,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0093,Assam,25.8651441,93.0469794,323.26,30,EPSG:4326,-9999,0,1,1.441,65.1,6,28.87,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0094,Bihar,26.0641459,85.0764039,36.44,30,EPSG:4326,-9999,1,1,8.711,233.44,4,24.23,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0095,Chhattisgarh,21.5247484,81.5504591,225.69,30,EPSG:4326,-9999,1,1,4.505,66.62,4,1.25,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0096,Goa,14.8808091,75.0100518,893.58,30,EPSG:4326,-9999,0,0,11.165,20.22,2,115.78,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0097,Gujarat,22.4095703,71.8052279,0.0,30,EPSG:4326,-9999,1,1,4.668,260.66,4,52.28,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0098,Haryana,30.2218825,75.2547396,1459.74,30,EPSG:4326,-9999,0,1,0.465,188.58,3,3.76,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0099,Himachal Pradesh,32.179922,77.5308586,1448.94,30,EPSG:4326,-9999,0,0,9.467,151.4,4,1014.73,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0100,Jharkhand,23.7678919,84.4107759,263.31,30,EPSG:4326,-9999,0,1,2.386,112.8,6,107.32,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0101,Karnataka,15.4609656,75.1860681,946.48,30,EPSG:4326,-9999,0,0,8.606,31.52,8,419.39,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0102,Kerala,10.2274957,77.5228814,473.09,30,EPSG:4326,-9999,0,0,8.014,92.04,1,3.92,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0103,Madhya Pradesh,24.0532693,78.2518129,247.57,30,EPSG:4326,-9999,1,1,9.44,345.32,4,335.52,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0104,Maharashtra,19.6023739,76.2593412,669.19,30,EPSG:4326,-9999,0,1,7.682,355.83,8,1340.81,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0105,Manipur,23.7681939,94.6915831,396.3,30,EPSG:4326,-9999,0,1,7.85,180.38,7,168.22,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0106,Meghalaya,25.3889243,90.474752,333.27,30,EPSG:4326,-9999,0,1,2.945,186.72,3,5.19,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0107,Mizoram,23.6428419,92.9931625,512.49,30,EPSG:4326,-9999,0,1,4.731,202.56,2,4.47,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0108,Nagaland,25.4336749,94.4952263,255.06,30,EPSG:4326,-9999,0,1,3.859,288.96,1,10.61,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0109,Odisha,21.0635019,84.1004462,400.92,30,EPSG:4326,-9999,0,1,3.149,173.43,8,9.2,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0110,Punjab,30.5263727,75.3443548,1444.18,30,EPSG:4326,-9999,0,1,6.189,177.56,2,349.92,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0111,Rajasthan,27.7709835,73.0245431,378.37,30,EPSG:4326,-9999,0,1,4.051,253.32,3,40.85,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0112,Sikkim,27.8070665,87.4209853,280.75,30,EPSG:4326,-9999,0,1,2.897,273.31,5,3.34,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0113,Tamil Nadu,11.2479169,78.8998844,390.58,30,EPSG:4326,-9999,0,1,0.37,311.94,8,880.92,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0114,Telangana,17.8327735,78.9007907,298.36,30,EPSG:4326,-9999,0,1,5.168,230.08,6,55.82,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0115,Tripura,24.0829227,91.6379596,402.19,30,EPSG:4326,-9999,0,1,3.628,71.18,7,57.14,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0116,Uttar Pradesh,26.3206609,80.846931,1.92,30,EPSG:4326,-9999,1,1,3.17,223.45,5,20.28,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0117,Uttarakhand,29.6851004,77.2072119,950.69,30,EPSG:4326,-9999,0,1,6.83,260.62,1,333.68,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0118,West Bengal,23.0147475,87.3334286,348.58,30,EPSG:4326,-9999,0,0,9.241,158.39,6,48.63,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0119,Jammu and Kashmir,34.0857501,75.9713048,2325.01,30,EPSG:4326,-9999,0,0,9.535,128.79,5,18.49,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0120,Ladakh,34.2377093,77.0694702,1911.0,30,EPSG:4326,-9999,0,1,2.615,58.47,1,91.25,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0121,Andhra Pradesh,16.0633276,79.822276,371.64,30,EPSG:4326,-9999,0,0,9.545,30.29,2,44.42,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0122,Arunachal Pradesh,29.0132013,94.3757284,658.7,30,EPSG:4326,-9999,0,1,2.697,229.28,7,18.7,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0123,Assam,25.8173179,92.5916502,429.89,30,EPSG:4326,-9999,0,1,2.416,322.42,4,308.84,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0124,Bihar,25.4379369,85.9161429,146.55,30,EPSG:4326,-9999,1,1,2.158,81.78,1,61.3,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0125,Chhattisgarh,21.2969807,81.6345576,224.8,30,EPSG:4326,-9999,1,1,6.396,149.86,3,66.82,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0126,Goa,15.2395683,74.6274132,756.6,30,EPSG:4326,-9999,0,0,14.38,329.68,6,410.64,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0127,Gujarat,21.9092357,71.8476433,187.33,30,EPSG:4326,-9999,1,1,10.287,13.09,7,79.01,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0128,Haryana,28.9530119,76.8913346,1007.62,30,EPSG:4326,-9999,0,0,10.335,252.11,2,486.89,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0129,Himachal Pradesh,33.046966,76.2407912,1923.21,30,EPSG:4326,-9999,0,0,8.023,38.91,1,3.04,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0130,Jharkhand,22.8865935,84.8984357,214.51,30,EPSG:4326,-9999,1,1,5.191,26.77,4,4.37,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0131,Karnataka,15.3749876,76.5114935,637.53,30,EPSG:4326,-9999,0,1,1.443,289.94,1,1.56,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0132,Kerala,11.0185689,76.8818726,619.98,30,EPSG:4326,-9999,0,0,10.666,40.9,1,167.34,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0133,Madhya Pradesh,23.5642649,77.814554,301.72,30,EPSG:4326,-9999,0,1,1.487,263.25,6,12.01,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0134,Maharashtra,18.913916,76.2239609,734.69,30,EPSG:4326,-9999,0,1,6.929,302.25,8,125.05,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0135,Manipur,23.6484837,94.9867022,280.51,30,EPSG:4326,-9999,0,1,7.186,307.65,4,9.7,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0136,Meghalaya,25.8277533,91.4319393,246.64,30,EPSG:4326,-9999,1,1,9.393,347.36,3,4.73,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0137,Mizoram,22.851164,92.6160123,161.78,30,EPSG:4326,-9999,1,1,4.569,221.87,5,47.69,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0138,Nagaland,27.5214121,94.5559193,444.24,30,EPSG:4326,-9999,0,0,11.144,117.83,2,204.05,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0139,Odisha,19.2438684,84.0279822,392.25,30,EPSG:4326,-9999,0,1,3.49,185.43,5,170.52,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0140,Punjab,30.9828354,75.5213189,1695.99,30,EPSG:4326,-9999,0,0,8.813,329.67,3,2.42,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0141,Rajasthan,26.5738003,73.8299685,487.72,30,EPSG:4326,-9999,0,1,5.884,25.75,6,196.4,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0142,Sikkim,26.822087,87.5826683,157.48,30,EPSG:4326,-9999,1,1,11.085,290.37,3,7.51,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0143,Tamil Nadu,10.7249986,77.8572363,581.29,30,EPSG:4326,-9999,0,0,9.411,306.93,5,1.5,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0144,Telangana,18.0536721,78.0534945,426.21,30,EPSG:4326,-9999,0,1,3.028,77.06,1,1.09,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0145,Tripura,23.4806913,92.1736207,360.54,30,EPSG:4326,-9999,0,1,3.258,44.37,2,13.3,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0146,Uttar Pradesh,27.1612588,80.1721949,150.23,30,EPSG:4326,-9999,1,1,5.387,7.78,6,269.4,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0147,Uttarakhand,30.7558879,78.3883085,905.78,30,EPSG:4326,-9999,0,1,5.69,147.61,6,2779.16,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0148,West Bengal,23.6583923,87.3115738,185.38,30,EPSG:4326,-9999,1,1,2.487,112.49,1,138.94,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0149,Jammu and Kashmir,33.7476056,75.0486098,2201.1,30,EPSG:4326,-9999,0,0,8.452,176.48,2,23.46,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0150,Ladakh,33.5956738,78.0221361,1683.68,30,EPSG:4326,-9999,0,1,4.732,2.7,2,2.16,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0151,Andhra Pradesh,15.4901362,78.8905008,334.66,30,EPSG:4326,-9999,0,0,11.056,0.27,3,23.59,Plateau,India,SYNTHETIC_PROTOTYPE
